Код услуги;Наименование услуги;КСГ 1;КСГ 2;КСГ 3;КСГ 4;КСГ 5;КСГ 6;КСГ 7;КСГ 8;КСГ 9;Использовано в КСГ
A16.21.041.001;Лазерная энуклеация простаты;st09.004;st30.009;;;;;;;;TRUE
A16.21.042;Резекция полового члена;st09.003;st19.025;st30.008;;;;;;;TRUE
A16.21.043;Удаление доброкачественных новообразований полового члена;st09.001;st30.006;;;;;;;;TRUE
A16.21.044;Реконструктивная операция кожи полового члена;st09.002;st30.007;;;;;;;;TRUE
A16.21.045;Реконструктивная операция кожи мошонки;st09.002;st30.007;;;;;;;;TRUE
A16.21.046;Наложение кавернозоспонгиоанастомоза;st09.003;st19.026;st30.008;;;;;;;TRUE
A16.21.047;Ушивание кавернозного тела;st09.002;st30.007;;;;;;;;TRUE
A16.21.048;Резекция придатка яичка;st09.001;st30.006;;;;;;;;TRUE
A16.21.049;Эмболизация яичниковой вены;st09.004;st30.009;;;;;;;;TRUE
A16.22.001;Гемитиреоидэктомия;st19.012;st31.009;;;;;;;;TRUE
A16.22.002;Тиреоидэктомия;st19.013;st31.009;;;;;;;;TRUE
A16.22.002.002;Тиреоидэктомия с микрохирургической пластикой;st31.010;;;;;;;;;TRUE
A16.22.002.003;Тиреоидэктомия с микрохирургическим невролизом возвратного гортанного нерва;st31.010;;;;;;;;;TRUE
A16.22.003;Паратиреоидэктомия;st31.009;;;;;;;;;TRUE
A16.22.004;Частичная адреналэктомия;st31.010;;;;;;;;;TRUE
A16.22.004.001;Односторонняя адреналэктомия лапаротомным доступом;st31.010;;;;;;;;;TRUE
A16.22.004.002;Односторонняя адреналэктомия люмботомным доступом;st31.010;;;;;;;;;TRUE
A16.22.004.003;Односторонняя адреналэктомия торакофренотомным доступом;st31.010;;;;;;;;;TRUE
A16.22.005;Гипофизэктомия;st16.007;;;;;;;;;TRUE
A16.22.005.001;Гипофизэктомия трансназальным доступом;st16.007;;;;;;;;;TRUE
A16.22.005.002;Гипофизэктомия транскраниальным доступом;st16.007;;;;;;;;;TRUE
A16.22.006;Криогипофизэктомия;st16.007;;;;;;;;;TRUE
A16.22.007;Субтотальная резекция щитовидной железы;st19.012;st31.009;;;;;;;;TRUE
A16.22.007.001;Резекция щитовидной железы субтотальная с использованием видеоэндоскопических технологий;st31.010;;;;;;;;;TRUE
A16.22.007.002;Предельно-субтотальная резекция щитовидной железы;st19.012;st31.009;;;;;;;;TRUE
A16.22.008;Удаление паратиреоаденом;st31.009;;;;;;;;;TRUE
A16.22.009;Субтотальная адреналэктомия;st31.010;;;;;;;;;TRUE
A16.22.010;Тотальная адреналэктомия;st31.010;;;;;;;;;TRUE
A16.22.010.001;Двухсторонняя адреналэктомия лапаратомным доступом;st31.010;;;;;;;;;TRUE
A16.22.011;Удаление феохромоцитомы;st31.009;;;;;;;;;TRUE
A16.22.012;Удаление камней из протоков слюнных желез;st34.003;;;;;;;;;TRUE
A16.22.013;Частичная паратиреоидэктомия;st31.009;;;;;;;;;TRUE
A16.22.014;Удаление новообразования гипофиза;st16.007;;;;;;;;;TRUE
A16.22.014.001;Удаление новообразования гипофиза трансназальным доступом;st16.008;;;;;;;;;TRUE
A16.22.014.002;Удаление новообразования гипофиза транскраниальным доступом;st16.008;;;;;;;;;TRUE
A16.22.014.003;Удаление новообразования гипофиза трансназальным микроскопическим доступом;st16.008;;;;;;;;;TRUE
A16.22.015;Эндоскопическая адреналэктомия односторонняя;st31.010;;;;;;;;;TRUE
A16.22.015.001;Эндоскопическая адреналэктомия двухсторонняя;st31.010;;;;;;;;;TRUE
A16.23.001;Пункция желудочка головного мозга;st16.007;;;;;;;;;TRUE
A16.23.002;Краниотомия;st16.007;;;;;;;;;TRUE
A16.23.003;Формирование трепанационных отверстий в костях черепа;st16.007;;;;;;;;;TRUE
A16.23.004;Разрез головного мозга и мозговых оболочек;st16.007;;;;;;;;;TRUE
A16.23.005;Иссечение поврежденных костей черепа;st16.007;;;;;;;;;TRUE
A16.23.006;Краниопластика;st16.008;;;;;;;;;TRUE
A16.23.006.001;Коррекция положения эпидуральных спинальных электродов;st16.007;;;;;;;;;TRUE
A16.23.007;Вентрикулостомия;st16.007;;;;;;;;;TRUE
A16.23.007.001;Вентрикулостомия третьего желудочка головного мозга с использованием видеоэндоскопических технологий;st16.008;;;;;;;;;TRUE
A16.23.009;Установка вентрикуло-цистернального дренажа;st16.008;;;;;;;;;TRUE
A16.23.010;Установка внечерепного желудочкового шунта;st16.008;;;;;;;;;TRUE
A16.23.011;Наложение анастомоза вентрикуло-атриального;st16.008;;;;;;;;;TRUE
A16.23.012;Удаление абсцесса головного мозга с капсулой;st16.008;;;;;;;;;TRUE
A16.23.013;Вскрытие абсцесса головного мозга и дренирование;st16.008;;;;;;;;;TRUE
A16.23.014;Удаление кисты головного мозга;st16.008;;;;;;;;;TRUE
A16.23.014.001;Удаление кисты головного мозга с применением микрохирургической техники;st16.008;;;;;;;;;TRUE
A16.23.015;Пункция гематомы головного мозга;st16.008;;;;;;;;;TRUE
